id,name,latitude,longitude ,feature class,feature code,admin1,admin2,admin3,admin4,population,demelev
203104,Byumba,-1.5763,30.0675,P,PPLA,13,45,4503,450302,70593,2263
203105,Byimana,-2.15124,29.73608,P,PPL,15,26,2602,260201,0,1820
203106,Baie Byange,-1.85,30.36667,H,BAY,11,,,,0,1445
203107,Bwirabo,-1.9745,29.9377,P,PPLL,15,28,2812,281202,0,1640
203108,Bwana,-1.9238,30.3731,P,PPLL,11,51,5108,510802,0,1572
203109,Bwambuba,-1.41556,29.64083,L,LCTY,13,,,,0,2437
203110,Buziranyoni,-1.85444,29.75111,L,LCTY,15,,,,0,1705
203111,Mont Buziganjwiri,-1.7807,29.83107,T,HLL,13,42,4202,420204,0,2175
203112,Butare,-2.59667,29.73944,P,PPL,15,24,2409,240901,89600,1769
203113,Butongo,-1.85306,30.6675,H,STM,11,,,,0,1312
203114,Butenga,-1.36667,29.73333,L,LCTY,13,,,,0,2040
203115,Butare,-2.6119,29.6612,P,PPLL,15,24,2403,240305,0,1742
203116,Byumba Province,-1.5,30.16667,A,ADM1H,13,,,,0,1719
203118,Busoro,-2.5698,29.2496,H,STM,14,,,,0,2077
203119,Busogo,-1.5584,29.5434,P,PPL,13,43,4301,430104,0,2221
203120,Île Bushongo,-1.4487,29.7648,T,ISL,13,,,,0,1860
203121,Baie Buseyuka,-1.85,30.36667,H,BAY,11,,,,0,1445
203122,Busekera,-1.9717,29.7741,P,PPLL,15,27,2701,270102,0,1883
203123,Buseke,-1.46667,29.53333,L,LCTY,13,,,,0,2438
203124,Burumba,-1.81667,29.66667,H,STM,15,,,,0,1496
203125,Lac Bulera,-1.434,29.7754,H,LK,13,,,,0,1860
203126,Bunyonga,-1.94819,29.83897,P,PPLL,15,28,2802,280202,0,1726
203128,Bumbogo,-2.24994,29.76667,P,PPLL,15,26,2609,260907,0,1667
203129,Bulimbi,-1.6802,30.181,P,PPLL,13,45,4513,451302,0,2014
203130,Bukunzi,-2.51667,29.03333,L,LCTY,14,,,,0,1591
203131,Île Bukwi,-2.1982,29.1929,T,ISL,14,,,,0,1461
203132,Bukizai,-1.68333,29.58333,H,STM,14,,,,0,1928
203133,Bukaba,-1.8093,29.7785,H,STM,15,,,,0,1388
203134,Baie Buhingo,-1.87848,30.42891,H,BAY,11,,,,0,1445
203135,Buhambe,-1.5706,30.05456,S,MSSN,13,45,4503,450308,0,2176
203136,Bugumu,-1.46667,29.75,L,LCTY,13,,,,0,2000
203137,Bugoba,-1.9174,29.917,P,PPL,15,28,2811,281101,0,1795
203138,Mugesera,-2.13182,30.424,P,PPL,11,56,5614,561401,0,1491
203139,Bugarura,-1.9108,29.2666,T,ISL,14,,,,0,1483
203140,Bugaramantare,-2.01667,29.68333,P,PPLL,15,27,2706,270603,0,1763
203141,Bugarama,-2.6924,29.0077,P,PPL,14,36,3601,360101,0,975
203142,Buganya,-1.82528,30.2725,H,STM,13,,,,0,1450
203143,Bugamba,-1.37735,29.79798,P,PPLL,13,44,4410,441001,0,2127
203144,Budubi,-2.3194,29.8964,H,STM,15,,,,0,1397
203145,Budubi,-2.3,29.83333,L,LCTY,15,,,,0,1594
203146,Rubindi,-2.0685,30.4366,H,STM,11,,,,0,1332
203147,Bubazi,-2.0862,29.4319,P,PPLL,14,31,3104,310402,0,1820
203148,Bubazi,-1.9233,29.8407,P,PPLL,15,28,2802,280204,0,1670
203149,Bjimbwa,-1.81667,30.61667,L,LCTY,11,,,,0,1478
203150,Bizu,-2.0675,29.4687,P,PPL,14,31,3110,311006,0,2057
203151,Bicumbi,-2.0236,30.3373,P,PPL,11,51,5113,511301,0,1647
203152,Bitoboro,-2.23333,29.48333,H,STM,14,,,,0,1729
203153,Île Biti,-2.2007,29.1812,T,ISL,14,,,,0,1461
203154,Bishyimbo,-2.4422,29.6551,H,STM,15,,,,0,1617
203155,Bishya,-2.279,29.7156,H,STM,15,,,,0,1690
203156,Bishenyi,-1.9819,29.9759,H,STM,15,,,,0,1378
203157,Bisesero,-2.18891,29.34211,S,MN,14,31,3112,311202,0,2159
203158,Bisenga,-2.08555,30.5897,P,PPLL,11,54,5405,540504,0,1531
203159,Mbirurume,-2.20343,29.56078,H,STM,0,,,,0,1563
203160,Biruruma,-1.85,29.36667,H,STM,14,,,,0,2152
203161,Lac Bilira,-2.1731,30.2949,H,LK,11,,,,0,1330
203162,Birenga,-2.1778,30.5361,P,PPL,11,56,5605,560504,0,1615
203163,Birarama,-2.2714,29.4686,H,STM,15,,,,0,1609
203164,Birambo,-1.9754,29.9561,H,STM,15,,,,0,1455
203165,Birambo,-2.1422,29.5249,P,PPL,14,31,3102,310202,0,1653
203166,Biniga,-1.7716,30.3223,P,PPLL,11,53,5308,530802,0,1759
203167,Bikore,-1.7069,29.3775,H,STM,14,,,,0,2116
203168,Lac Bihinga,-1.6146,29.5267,H,LK,14,,,,0,2276
203169,Bikeneko,-1.7937,29.398,H,STM,14,,,,0,2334
203170,Bijyojyo,-1.9912,29.6204,P,PPLL,14,35,3510,351001,0,1842
203171,Île Bihaho,-1.39044,29.79386,T,ISL,13,,,,0,1860
203172,Bihongora,-1.7338,29.3711,H,STM,14,,,,0,1901
203173,Bihembe,-2.2283,29.6073,P,PPLL,15,26,2603,260301,0,1774
203174,Bigirinka,-2.45833,29.84222,H,STM,15,,,,0,1403
203175,Bigiasa,-1.63333,30.46667,L,LCTY,11,,,,0,1461
203176,Baie Bigezi,-1.88508,30.38511,H,BAY,11,,,,0,1445
203177,Bijunde,-1.7666,30.1733,P,PPL,13,45,4520,452002,0,1807
203178,Bibungu,-2.15167,30.27917,P,PPLL,11,56,5611,561105,0,1378
203179,Bibungo,-2.10249,29.91786,P,PPL,15,28,2808,280801,0,1561
203180,Île Batutsi,-1.4682,29.7678,T,ISL,13,,,,0,1874
203181,Base,-1.7475,29.74944,H,STM,13,,,,0,1399
203182,Baramba,-1.7837,29.7667,H,STM,13,,,,0,1419
203183,Bannyisogo,-1.4569,29.5167,P,PPLL,13,43,4307,430701,0,2582
203184,Bama,-1.65778,30.48194,L,LCTY,11,,,,0,1425
203185,Bare,-2.2762,30.481,P,PPLL,11,56,5608,560803,0,1464
203186,Bakokwe,-1.85361,29.81306,H,STM,15,,,,0,1395
203187,Bahimba,-2.3656,29.8716,H,STM,15,,,,0,1450
203188,Bahimba,-1.65639,29.87806,H,STM,13,,,,0,1747
203189,Aubanda,-2.01667,29.61667,H,STM,14,,,,0,1545
203190,Akirabo,-2.41667,29.46667,S,BLDG,15,25,2513,251301,0,2253
203191,Akayanza,-2.7416,29.6708,H,STM,15,,,,0,1634
203192,Baie Akarogo,-2.17999,30.38077,H,LKX,11,,,,0,1332
203194,Akagogo,-2.66667,29.61667,H,STM,15,,,,0,1800
203195,Agatare,-2.7267,29.8426,H,STM,15,,,,0,1537
203196,Île Gashwira,-2.09,29.2587,T,ISL,14,,,,0,1461
203197,Agasasa,-2.4104,29.9118,H,STM,15,,,,0,1384
205263,Tandalukara,-1.55,29.86667,P,PPL,13,44,4417,441703,0,2044
212756,Kirwa,-1.6782,29.9847,P,PPLL,13,41,4107,410704,0,1786
382743,Mukebero,-1.9775,29.3569,H,STM,14,,,,0,1473
382765,Pfunda,-1.7013,29.3011,H,STM,14,,,,0,1673
382768,Rwebeya,-1.5342,29.6323,H,STMI,13,,,,0,1683
382769,Kampanga,-1.51667,29.61833,H,STM,13,,,,0,1817
382781,Mubami,-1.94639,29.54417,H,STM,14,,,,0,1978
382782,Kibilira,-1.918,29.6605,H,STM,14,,,,0,1480
382783,Jomba,-1.92722,29.61917,H,STM,14,,,,0,1628
382784,Cyogo,-1.9877,29.4551,H,STM,14,,,,0,2002
382785,Kibara,-1.72889,29.41806,H,STM,14,,,,0,2465
382786,Shyababanga,-1.70306,29.39,H,STM,14,,,,0,2430
382787,Karambo,-1.707,29.3771,H,STM,14,,,,0,2116
382788,Parc National des Volcans,-1.5,29.5,L,RESN,13,,,,0,3174
382789,Gishwati Forest Reserve,-1.74879,29.44096,V,FRST,14,,,,0,2578
382790,Forêt Naturelle de Mukura,-1.9973,29.5099,V,FRST,14,,,,0,2408
382791,Gatandara,-2.48834,28.89355,H,STM,14,,,,0,1461
382794,Gishoma,-2.6821,29.0115,H,STM,14,,,,0,959
382795,Kabaya,-2.6022,29.0278,H,STM,14,,,,0,1047
382796,Nyagahanga,-2.542,29.035,H,STM,14,,,,0,1258
382797,Ntondwe,-2.5669,29.0376,H,STM,14,,,,0,1151
382807,Forêt Naturelle de Nyungwe,-2.5204,29.3041,V,FRST,14,,,,0,2388
382874,Remera,-1.77771,30.00048,P,PPL,13,41,4105,410502,0,2117
382875,Kavumu,-1.64056,29.92694,S,BLDG,13,41,4101,410101,0,1782
382876,Museke,-1.63478,29.99911,P,PPLL,13,45,4509,450902,0,1902
382877,Rwili,-1.8084,29.4874,P,PPLL,14,35,3508,350801,0,2390
382879,Kayove,-1.87524,29.35693,P,PPL,14,32,3212,321203,0,2042
382880,Gitwa,-1.70083,29.4175,P,PPL,14,33,3305,330502,0,2666
382881,Ngando,-1.5836,29.4105,P,PPLF,14,34,3404,340402,0,2480
382882,Rugarama,-1.57417,29.3525,P,PPL,14,33,3302,330201,0,2166
382883,Kamuzamuzi,-1.62667,29.34306,P,PPL,14,33,3303,330307,0,2080
382884,Bungeshi Mukuru,-1.54222,29.38306,P,PPL,14,33,3301,330101,0,2430
382885,Murama,-1.60722,29.60806,S,MSSN,13,,,,0,2156
382887,Kabutindi,-1.3975,29.70861,P,PPL,13,44,4403,440301,0,2466
382888,Nyamigogo,-1.4075,29.68167,P,PPL,13,44,4405,440504,0,2745
382889,Mweru,-1.4049,29.7586,P,PPLL,13,44,4408,440804,0,1895
382890,Kabaya,-1.4492,29.711,P,PPLL,13,44,4405,440505,0,1962
382891,Mumiko,-1.87124,29.75101,S,BLDG,15,27,2704,270404,0,1815
382892,Mucaca,-1.5497,29.7976,P,PPL,13,44,4414,441404,0,2266
382893,Rubaya,-1.47461,30.00244,P,PPLL,13,45,4515,451501,0,2164
382894,Ndago,-1.46222,29.80739,P,PPLL,13,44,4416,441602,0,1918
382895,Gacundura,-1.49582,29.86262,P,PPLL,13,44,4417,441702,0,2222
382896,Kadehero,-1.3911,29.8319,P,PPLL,13,44,4402,440201,0,2262
382899,Karuruma,-1.5107,29.8125,H,STM,13,,,,0,1880
382900,Sumo,-1.7529,29.7158,H,STM,15,,,,0,1480
382901,Buhondo,-1.7225,29.92833,H,STM,13,,,,0,1785
382902,Janja,-1.68833,29.68278,S,MSSN,13,42,4206,420603,0,1734
382903,Nemba,-1.63139,29.81639,S,MSSN,13,42,4208,420803,0,1758
382904,Biru,-2.54111,28.91861,P,PPL,14,36,3616,361602,0,1773
382905,Île Shangwe,-2.07444,29.30194,T,ISL,14,,,,0,1461
382907,Ruvuru,-2.7627,29.4572,P,PPLL,15,23,2312,231204,0,2268
382908,Ruboroga,-2.0764,29.9741,H,STM,15,,,,0,1370
382909,Bukaragata,-2.38417,29.95083,H,STM,15,,,,0,1350
382910,Kibugazi,-2.6324,29.8277,H,STM,15,,,,0,1529
382911,Ntaruka,-2.4029,29.6956,H,STM,15,,,,0,1554
382912,Busogwe,-2.279,29.7157,H,STM,15,,,,0,1690
382913,Nyamigogo,-2.2225,29.7258,H,STM,15,,,,0,1666
382914,Nkubi,-2.2103,29.6988,H,STM,15,,,,0,1612
382915,Kamiranama,-2.2767,29.8733,H,STM,15,,,,0,1413
382916,Kabebya,-2.12184,29.89274,H,STM,15,,,,0,1414
382918,Nyiramurongi,-2.6243,29.5724,H,STM,15,,,,0,1811
382919,Mukinzore,-2.69611,29.42694,H,STM,15,,,,0,2146
382920,Rutenga,-2.6809,29.4566,H,STM,15,,,,0,1964
382921,Lubiya,-2.49361,29.34306,H,STM,15,,,,0,2372
382922,Runyinya,-2.6465,29.5418,P,PPL,15,23,2303,230301,0,1928
382923,Gihimbi,-2.3301,29.6447,H,STM,15,,,,0,1540
382924,Nyakigezi,-2.2852,29.6168,H,STM,15,,,,0,1579
382925,Range,-2.27335,29.4407,H,STM,15,,,,0,1718
382927,Nzavu,-2.2394,29.4988,H,STM,15,,,,0,1608
382928,Miguramo,-2.0919,29.6223,H,STM,15,,,,0,1502
382929,Gisozi,-2.0537,29.6356,H,STM,15,,,,0,1495
382946,Nyabahanga,-2.07312,29.36735,H,STM,14,,,,0,1469
382947,Ruhondo,-2.0923,29.3905,H,STM,14,,,,0,1550
382948,Ndaba,-2.0469,29.4738,H,STM,14,,,,0,2156
382949,Kiraro,-2.1074,29.3134,H,STM,14,,,,0,1520
382950,Rugaragara,-2.3023,29.204,H,STM,14,,,,0,1543
382951,Kigoya,-2.33889,29.115,H,STM,14,,,,0,1517
382952,Mwambu,-2.3633,29.0322,H,STM,14,,,,0,1596
382954,Gisumo,-2.38228,28.99347,H,STM,14,,,,0,1461
382955,Nyagahembe,-2.3897,28.9942,H,STMI,14,,,,0,1484
382956,Gasuma,-2.4267,29.0375,H,STM,14,,,,0,1542
382957,Mwaga,-2.4173,29.0448,H,STM,14,,,,0,1497
382958,Kabingo,-2.582,29.0934,H,STM,14,,,,0,1252
382959,Nyungwe,-2.51528,29.23083,H,STM,14,,,,0,1939
382965,Sarambye,-2.2284,30.6045,H,STM,11,,,,0,1355
382966,Katebere,-2.25167,30.79167,H,LKI,11,,,,0,1331
382967,Rwagitugusa,-2.2941,30.4843,H,STM,11,,,,0,1323
382968,Rwenjara,-1.3477,30.5194,H,WTLD,11,,,,0,1329
382969,Kanyundo,-1.3853,30.4659,T,HLL,11,52,5203,520301,0,1484
382970,Gisaya,-2.0776,30.4453,H,MRSH,11,,,,0,1335
382971,Mulamoi,-1.74028,30.39194,P,PPL,11,53,5307,530703,0,1424
382972,Mont Nemba,-2.33126,30.23476,T,MT,11,57,5714,571404,0,1585
382973,Bibare,-1.7636,30.305,P,PPL,11,53,5308,530802,0,1806
382974,Mabira,-1.7867,30.6024,T,PK,11,54,5401,540102,0,1715
382975,Murundi,-1.7195,30.5174,T,HLL,11,54,5406,540603,0,1557
382976,Colline Nyarurama,-2.39556,30.15583,T,HLL,11,57,5703,570303,0,1463
382977,Kibungo,-2.3275,30.1102,P,PPLL,11,57,5708,570804,0,1491
382978,Murama,-2.132,30.1335,P,PPL,11,57,5710,571004,0,1490
382979,Maranyundo,-2.1563,30.1116,T,HLL,11,57,5710,571003,0,1576
382980,Migina,-2.2106,30.0062,P,PPLL,11,57,5706,570601,0,1352
382981,Mont Murugandu,-2.29361,30.01528,T,MT,11,57,5711,571102,0,1476
382982,Mont Juru,-2.095,30.2156,T,HLL,11,57,5702,570201,0,1640
382983,Ryamugabo,-2.06278,30.27361,T,MT,11,51,5112,511201,0,1662
382984,Karungeri,-1.4425,30.2466,H,STM,11,,,,0,1369
382985,Rwimondo,-2.2986,30.534,P,PPLL,11,55,5501,550104,0,1417
382986,Rubona,-2.3917,30.5476,P,PPL,11,55,5502,550206,0,1551
382987,Musaza,-2.32812,30.61917,P,PPLL,11,55,5508,550804,0,1756
382988,Cyamigurwa,-2.1299,30.6613,T,MT,11,55,5509,550903,0,1881
382989,Vallée Nizanye,-2.01221,30.57527,T,VAL,11,,,,0,1402
382990,Remera,-2.15556,30.78333,T,MT,11,55,5512,551203,0,1900
382991,Bugambira,-2.04111,30.52083,P,PPLL,11,54,5403,540303,0,1512
382992,Rugarama,-2.3114,30.5995,P,PPLL,11,55,5508,550805,0,1484
382993,Mabare,-2.0735,30.4243,P,PPLL,11,51,5114,511405,0,1465
382994,Rugendo,-2.20222,30.28333,P,PPL,11,56,5611,561101,0,1369
382995,Mpatswe,-2.6806,29.5314,P,PPLL,15,23,2303,230306,0,1953
382996,Ruruhinga,-2.69889,29.67833,L,LCTY,15,,,,0,1662
382997,Musumba,-2.7107,29.6707,P,PPLL,15,23,2308,230806,0,1684
382998,Kugihembe,-2.46444,29.59194,P,PPL,15,25,2503,250302,0,1914
382999,Mutwingoma,-2.35639,29.56806,L,LCTY,15,,,,0,1720
383000,Akagogo,-1.8894,30.089,H,STM,12,,,,0,1399
383001,Kagina,-1.8031,30.3133,H,STM,11,,,,0,1496
383002,Kanyonyomba,-1.8372,30.3569,H,STM,11,,,,0,1453
383003,Kirara,-1.64838,30.22328,H,STM,13,,,,0,1628
383004,Nyakajenje,-1.42639,30.26417,H,STM,11,,,,0,1360
383936,Rutobwe,-2.7753,29.6025,P,PPL,15,23,2302,230205,0,1837
383937,Cyahinda,-2.7428,29.6019,P,PPL,15,23,2302,230202,0,1805
383940,Mbasa,-2.6129,29.592,P,PPL,15,23,2303,230303,0,1846
383944,Cyarumbo,-2.5438,29.6704,P,PPL,15,24,2406,240606,0,1701
383946,Nyangazi,-2.48124,29.67624,P,PPLL,15,24,2413,241305,0,1673
383947,Kibika,-2.43,29.7084,P,PPLL,15,24,2412,241203,0,1672
383952,Mbuye,-2.3932,29.9197,P,PPL,15,21,2104,210402,0,1414
383953,Mulinja,-2.2961,29.8739,P,PPLL,15,21,2105,210505,0,1480
383954,Gati,-2.31417,29.84083,P,PPLL,15,21,2107,210701,0,1509
383955,Nyamure,-2.346,29.8425,P,PPL,15,21,2107,210702,0,1458
383956,Sharr,-2.35722,29.84833,L,LCTY,15,,,,0,1492
383957,Gisasa,-2.3973,29.8543,P,PPL,15,21,2104,210404,0,1533
383958,Cyaratsi,-2.3946,29.7089,P,PPLL,15,21,2110,211003,0,1682
383960,Maza,-2.40075,29.75755,P,PPL,15,24,2405,240505,0,1727
383961,Nyamugali,-2.4179,29.9474,P,PPLL,15,22,2206,220601,0,1399
383962,Muyaga,-2.4791,29.9179,P,PPL,15,22,2206,220603,0,1489
383963,Gikonko,-2.4781,29.8672,P,PPL,15,22,2201,220103,0,1496
383964,Jurwe,-2.512,29.8503,P,PPLL,15,22,2210,221002,0,1521
383965,Nyeranzi,-2.5568,29.88098,P,PPLL,15,22,2202,220204,0,1512
383966,Gihindamuyaga,-2.5484,29.718,P,PPL,15,24,2407,240705,0,1756
383968,Huye,-2.5805,29.716,P,PPL,15,24,2402,240203,0,1812
383969,Nkubi,-2.64686,29.75162,P,PPLL,15,24,2408,240804,0,1723
383970,Vumbi,-2.61461,29.69627,P,PPL,15,24,2402,240201,0,1724
383971,Gishamvu,-2.6677,29.6853,P,PPL,15,24,2401,240102,0,1747
383972,Cyetete,-2.6314,29.6416,P,PPLL,15,24,2403,240305,0,1763
383973,Muganza,-2.6474,29.8649,P,PPL,15,22,2207,220703,0,1664
383974,Ngera,-2.712,29.6838,P,PPL,15,23,2308,230803,0,1669
383975,Bimba,-2.7313,29.7684,P,PPL,15,22,2205,220502,0,1647
383976,Rubona,-2.749,29.7666,P,PPL,15,22,2205,220505,0,1559
383977,Higiro,-2.78889,29.74167,L,LCTY,15,,,,0,1597
383978,Shyombo,-2.75376,29.82435,P,PPLL,15,22,2209,220902,0,1698
383979,Kibayi,-2.7298,29.8588,P,PPL,15,22,2209,220903,0,1613
383980,Kigogo,-2.80702,29.61616,H,STM,15,,,,0,1637
383981,Cyibumba,-2.756,29.5761,H,STM,15,,,,0,1755
383982,Nyamiheno,-2.78563,29.6529,H,STM,15,,,,0,1514
383984,Nyabagese,-2.6884,29.6569,H,STM,15,,,,0,1622
383985,Ngarane,-2.80776,29.70037,H,STM,15,,,,0,1518
383986,Gatenga,-2.62827,29.63544,H,STM,15,,,,0,1711
383987,Kadahokwa,-2.6422,29.7373,H,STM,15,,,,0,1621
383988,Nyiranshura,-2.5912,29.7787,H,STM,15,,,,0,1639
383989,Rujwigua,-2.57028,29.86639,H,STM,15,,,,0,1477
383990,Rwakavumu,-2.6961,29.8114,H,STM,15,,,,0,1473
383991,Muneye,-2.71278,29.80667,H,STM,15,,,,0,1448
383992,Nkomane,-2.73528,29.78611,H,STM,15,,,,0,1436
383993,Cyarubagana,-2.648,29.8282,H,STM,15,,,,0,1511
383994,Rwuya,-2.61864,29.77225,H,STM,15,,,,0,1621
383996,Cyili,-2.39514,29.9544,H,STMI,15,,,,0,1350
383997,Rwamuginga,-2.4387,29.7227,H,STM,15,,,,0,1574
383998,Rwuya,-2.3581,29.6729,H,STM,15,,,,0,1549
383999,Nshili,-2.7467,29.454,P,PPL,15,23,2312,231202,0,2262
384000,Runyombyi,-2.77869,29.53443,P,PPL,15,23,2301,230104,0,1919
384001,Rutiti,-2.7337,29.4356,P,PPLL,15,23,2310,231003,0,2423
384002,Kamana,-2.7426,29.5597,P,PPL,15,23,2307,230705,0,1798
384003,Munini,-2.7013,29.5343,P,PPLL,15,23,2307,230702,0,1888
384004,Coko,-2.7199,29.578,P,PPL,15,23,2302,230201,0,1812
384005,Masunzu,-2.6987,29.4637,P,PPL,15,23,2310,231001,0,2103
384006,Kabilizi,-2.7021,29.5104,P,PPLL,15,23,2306,230601,0,1952
384007,Muganza,-2.67335,29.49255,P,PPLL,15,23,2306,230601,0,1949
384008,Mubuga,-2.6932,29.5693,P,PPL,15,23,2303,230305,0,1879
384009,Nyarushishi,-2.6629,29.5619,P,PPL,15,23,2303,230306,0,1869
384010,Mubazi,-2.66861,29.48278,L,LCTY,15,,,,0,1927
384011,Rwishywa,-2.64778,29.4364,P,PPLL,15,23,2306,230602,0,2099
384012,Mutovu,-2.67089,29.47265,P,PPLL,15,23,2306,230604,0,1991
384013,Uwagahunga,-2.7873,29.3909,T,PK,15,23,2312,231205,0,2366
384014,Mukekemo,-2.7502,29.3657,T,PROM,15,,,,0,2505
384015,Gihisi,-2.7018,29.383,T,HLL,15,23,2310,231005,0,2357
384016,Rushinyali,-2.68639,29.36611,T,HLL,15,23,2310,231005,0,2554
384017,Gorwe,-2.6278,29.5241,P,PPL,15,23,2305,230501,0,2008
384018,Cyanyirankora,-2.6143,29.4686,P,PPL,15,23,2304,230405,0,2153
384019,Ngogo,-2.59944,29.39917,L,LCTY,15,,,,0,2423
384020,Gahulizo,-2.61387,29.43425,P,PPLL,15,23,2304,230402,0,2221
384021,Rwamiko,-2.59326,29.54378,P,PPL,15,23,2305,230505,0,1912
384022,Uwinka,-2.5836,29.446,P,PPLL,15,25,2509,250904,0,2068
384023,Ruramba,-2.56011,29.52635,P,PPLL,15,23,2313,231305,0,2008
384024,Rusasa,-2.526,29.5802,P,PPL,15,25,2506,250605,0,1700
384025,Mujuga,-2.5325,29.4543,P,PPLL,15,25,2509,250902,0,2243
384026,Ngabwe,-2.5344,29.383,T,PK,15,25,2509,250901,0,2707
384027,Mabende,-2.5131,29.3919,T,SLP,15,,,,0,2385
384028,Mbiyo,-2.46877,29.36475,T,HLL,15,25,2501,250104,0,2438
384029,Mudasomwa,-2.5128,29.4828,P,PPL,15,25,2516,251602,0,2131
384030,Uwinkomo,-2.5053,29.4718,P,PPLL,15,25,2516,251602,0,2099
384031,Tare I,-2.50254,29.49049,P,PPLL,15,25,2516,251604,0,2203
384032,Kamegeli,-2.5055,29.5659,P,PPLL,15,25,2506,250603,0,1800
384033,Mugano,-2.5223,29.6117,P,PPL,15,24,2406,240604,0,1696
384034,Nyamagabe,-2.4691,29.5946,P,PPLL,15,25,2503,250302,0,1789
384035,Bugarama,-2.451,29.4899,P,PPL,15,25,2507,250701,0,2000
384036,Cyanika,-2.43969,29.60181,P,PPL,15,25,2502,250202,0,1970
384037,Kinyamakara,-2.4721,29.64785,P,PPL,15,24,2404,240405,0,1714
384038,Kamweru,-2.4107,29.6859,P,PPL,15,24,2412,241206,0,1646
384039,Kirambi,-2.40781,29.65916,P,PPLL,15,21,2109,210904,0,1619
384040,Nkurubuye,-2.4201,29.5214,P,PPLL,15,25,2508,250802,0,2036
384041,Musebeya,-2.412,29.455,P,PPL,15,25,2513,251301,0,2298
384042,Rugazi,-2.415,29.4925,L,LCTY,15,,,,0,2394
384043,Rugano,-2.36336,29.45392,P,PPLL,15,25,2513,251302,0,2292
384045,Nkomero,-2.35522,29.48964,P,PPL,15,25,2505,250503,0,2156
384046,Karambo,-2.3992,29.5242,P,PPL,15,25,2508,250803,0,2014
384047,Muko,-2.34444,29.4431,P,PPL,15,25,2514,251403,0,2009
384048,Bunyambilili,-2.32833,29.53028,P,PPL,15,25,2505,250501,0,1911
384049,Musenyi,-2.32954,29.48668,L,LCTY,15,,,,0,2144
384052,Musebeya,-2.38861,29.37694,L,LCTY,15,,,,0,2530
384053,Nyarwungo,-2.3539,29.4194,P,PPLL,15,25,2504,250405,0,2126
384055,Cyobe,-2.3142,29.4557,P,PPLL,15,25,2514,251402,0,1968
384056,Muyaga,-2.444,29.3195,V,FRST,15,,,,0,2682
384057,Musaraba,-2.2826,29.41492,P,PPLL,15,25,2515,251502,0,2132
384058,Sovu,-2.2838,29.5059,P,PPLL,15,25,2511,251104,0,1783
384059,Rwufi,-2.2537,29.393,P,PPLL,14,31,3108,310807,0,2002
384061,Ruhinga,-2.285,29.5384,P,PPL,15,25,2511,251103,0,1715
384062,Nyanzali,-2.7675,29.35,H,STM,15,,,,0,1901
384063,Gasare,-2.49611,29.34306,H,STM,15,,,,0,2307
384064,Mushishito,-2.4372,29.514,H,STM,15,,,,0,1835
384065,Munyazi,-2.362,29.5535,H,STM,15,,,,0,1621
384066,Kaduha,-2.2925,29.57,H,STM,15,,,,0,1604
384067,Agatobwe,-2.755,29.67222,H,STM,15,,,,0,1613
384068,Gomero,-2.662,29.3497,T,HLL,14,36,3603,360304,0,2511
384069,Nyabyiyone,-2.6182,29.3059,T,HLL,14,36,3603,360304,0,2634
384070,Mudutare,-2.5699,29.2564,T,HLL,14,36,3603,360301,0,2162
384071,Bivumu,-2.5824,29.2426,T,MT,14,36,3603,360301,0,2237
384072,Cyamunyurwa,-2.5414,29.2926,T,HLL,14,36,3603,360301,0,2513
384073,Wasenkoko,-2.5334,29.3368,T,HLL,15,25,2509,250901,0,2462
384074,Ntongo,-2.5475,29.21306,L,LCTY,14,,,,0,2287
384075,Nyungwe,-2.51556,29.24861,L,LCTY,14,,,,0,2364
384076,Bigugu,-2.4345,29.257,T,HLL,14,37,3703,370301,0,2780
384080,Bugarama,-2.6438,29.0115,P,PPL,14,36,3610,361002,0,1054
384081,Gishoma,-2.60903,28.93697,P,PPL,14,36,3604,360408,0,1706
384082,Rugera,-2.5448,29.0799,P,PPLL,14,36,3602,360201,0,1776
384083,Rwimbogo,-2.5572,29.104,P,PPLL,14,36,3602,360204,0,1656
384084,Buye,-2.5915,29.1187,P,PPLL,14,36,3602,360204,0,1498
384085,Bweyeye,-2.6144,29.2064,P,PPLL,14,36,3603,360302,0,1728
384086,Gakungu,-2.5667,29.1778,T,MT,14,36,3603,360305,0,1843
384087,Mukamba,-2.5195,29.1267,T,HLL,14,36,3602,360204,0,2019
384088,Cyimbogo,-2.53376,28.89498,P,PPL,14,36,3616,361605,0,1644
384089,Forêt Naturelle de Cyamudongo,-2.55,28.98769,V,FRST,14,,,,0,1924
384091,Nyakabingo,-2.402,29.1512,P,PPLL,14,37,3713,371303,0,1949
384092,Ngoma,-2.3788,29.0717,P,PPL,14,37,3701,370103,0,1547
384093,Gisuma,-2.4719,28.9675,P,PPL,14,36,3605,360503,0,1961
384094,Kamembe,-2.4267,28.9229,P,PPL,14,36,3606,360602,0,1642
384096,Gisakura,-2.4514,29.0867,P,PPL,14,37,3701,370101,0,1931
384098,Karamba,-2.47722,29.14111,L,LCTY,14,,,,0,1946
384099,Rukuzo,-2.47306,29.2025,L,LCTY,14,,,,0,2376
384102,Ducundura,-2.286,29.2882,P,PPLL,14,37,3707,370702,0,2013
384104,Rangiro,-2.4045,29.1606,P,PPLL,14,37,3713,371304,0,1753
384105,Ruheru,-2.33976,29.16292,P,PPLL,14,37,3706,370602,0,1682
384106,Gatare,-2.3014,29.2172,P,PPL,14,37,3710,371001,0,1579
