id,name,latitude,longitude ,feature class,feature code,admin1,admin2,admin3,admin4,population,demelev
7600369,Nyagisenyi,-1.9459,29.9239,H,STMI,15,,,,0,1602
7600370,Gitangazi,-1.9408,29.8767,H,STM,15,,,,0,1603
7600371,Nkiza,-1.9494,29.9329,H,STM,15,,,,0,1511
7600372,Rwabikeri,-1.945,29.9882,H,STMI,15,,,,0,1385
7600373,Nyagakoma,-1.9454,29.7671,H,STMI,15,,,,0,1507
7600374,Ruvuzo,-1.9485,29.7741,H,STM,15,,,,0,1536
7600375,Nyabitugu,-1.9477,29.7748,H,STM,15,,,,0,1513
7600376,Cyanika,-1.95,29.8596,P,PPL,15,28,2802,280203,0,1667
7600377,Kibaya,-1.9503,29.9855,P,PPLL,15,28,2812,281205,0,1455
7600378,Mbizi,-1.9492,29.8877,P,PPLL,15,28,2811,281106,0,1706
7600379,Rwica,-1.947,29.9157,H,STMI,15,,,,0,1735
7600380,Nkiza,-1.9488,29.9334,H,STMI,15,,,,0,1498
7600381,Cyogo,-1.9495,29.848,H,STMI,15,,,,0,1604
7600382,Ruhanga,-1.9521,29.8868,H,STMI,15,,,,0,1628
7600383,Rushoka,-1.9507,29.7796,P,PPLL,15,27,2702,270202,0,1581
7600384,Tunza,-1.9537,29.9126,P,PPL,15,28,2811,281102,0,1701
7600385,Musebeya,-1.9526,29.9705,P,PPLL,15,28,2812,281204,0,1567
7600386,Rutongo,-1.95815,29.77409,P,PPLL,15,27,2702,270202,0,1585
7600387,Kagombero,-1.9497,29.7705,H,STMI,15,,,,0,1607
7600388,Kabilizi,-1.9563,29.8545,H,STMI,15,,,,0,1638
7600389,Mburamazi,-1.9491,29.8779,H,STMI,15,,,,0,1608
7600390,Rurambo,-1.9541,29.8616,P,PPL,15,28,2802,280201,0,1656
7600391,Kidaturwa,-1.9554,29.8743,P,PPLL,15,28,2801,280102,0,1673
7600392,Kigarama,-1.9555,29.89,P,PPLL,15,28,2811,281106,0,1682
7600393,Ruzege,-1.9552,29.9038,P,PPL,15,28,2811,281102,0,1850
7600394,Buguli,-1.9556,29.9178,P,PPL,15,28,2811,281102,0,1775
7600395,Rwimpungu,-1.9735,29.9621,H,STM,15,,,,0,1427
7600396,Nunga,-1.9562,29.7724,P,PPLL,15,27,2702,270202,0,1614
7600397,Kabakene,-1.9562,29.8282,H,STMI,15,,,,0,1573
7600398,Rubande,-1.9572,29.9279,H,STMI,15,,,,0,1643
7600399,Masama,-1.9562,29.7508,P,PPLL,15,27,2702,270208,0,1878
7600400,Nyabitare,-1.954,29.8016,H,STMI,15,,,,0,1726
7600401,Bitare,-1.9566,29.8575,P,PPL,15,28,2802,280201,0,1679
7600402,Ryabagabo,-1.9564,29.9319,H,STMI,15,,,,0,1512
7600403,Gako,-1.956,29.9564,H,STMI,15,,,,0,1490
7600404,Rwakibambanyi,-1.9566,29.8129,H,STMI,15,,,,0,1580
7600405,Cyuruhango,-1.9568,29.8287,H,STMI,15,,,,0,1553
7600406,Kadobogo,-1.961,29.9751,H,STMI,15,,,,0,1448
7600407,Gahama,-1.9594,29.9959,H,STMI,15,,,,0,1380
7600408,Kambu,-1.9438,29.82,H,STM,15,,,,0,1537
7600409,Rukondo,-1.9569,29.9525,H,STMI,15,,,,0,1520
7600410,Nyabuvomo,-1.9584,29.9263,P,PPLL,15,28,2811,281102,0,1623
7600411,Rwinkende,-1.9601,29.7594,H,STMI,15,,,,0,1577
7600412,Kanyinya,-1.9576,29.897,T,MT,15,28,2811,281106,0,1866
7600413,Nyakabande,-1.9593,29.9321,H,STMI,15,,,,0,1535
7600414,Ruyenzi,-1.9585,29.9935,P,PPL,15,28,2812,281205,0,1435
7600415,Kamatongo,-1.9598,29.8416,P,PPLL,15,28,2802,280202,0,1650
7600416,Kaboro,-1.9607,29.9523,H,STMI,15,,,,0,1490
7600417,Kigabiro,-1.96,29.969,P,PPLL,15,28,2812,281204,0,1483
7600418,Masambo,-1.9605,29.8046,P,PPLL,15,28,2804,280403,0,1701
7600419,Nyamana,-1.9649,29.9056,H,STMI,15,,,,0,1648
7600420,Nyakabanda,-1.9616,29.9162,P,PPLL,15,28,2811,281102,0,1743
7600421,Nyamuko,-1.9628,29.9223,H,STMI,15,,,,0,1612
7600422,Rwintare,-1.9624,29.9092,H,STMI,15,,,,0,1640
7600423,Muhambara,-1.9606,29.9458,P,PPLL,15,28,2812,281202,0,1683
7600424,Nyagacaca,-1.9626,29.9763,P,PPLL,15,28,2812,281205,0,1462
7600425,Nyaligina,-1.9643,29.7649,H,STMI,15,,,,0,1657
7600426,Tembabisiga,-1.9629,29.9536,H,STMI,15,,,,0,1481
7600427,Nyaruhoko,-1.9642,29.9604,P,PPLL,15,28,2812,281204,0,1556
7600428,Gaseke,-1.9633,29.8057,P,PPLL,15,28,2804,280403,0,1628
7600429,Jandali,-1.9641,29.7525,P,PPLL,15,27,2702,270208,0,1715
7600430,Kimanga,-1.9656,29.8354,H,STMI,15,,,,0,1565
7600431,Nyakabande,-1.9685,29.915,H,STMI,15,,,,0,1591
7600432,Rugogwe,-1.9651,29.937,P,PPLL,15,28,2812,281202,0,1673
7600433,Kagoma,-1.9658,29.7865,P,PPLL,15,27,2701,270102,0,1941
7600434,Nyagasozi,-1.9665,29.9007,P,PPLL,15,28,2811,281102,0,1744
7600435,Kigina,-1.9643,29.9924,H,STMI,15,,,,0,1373
7600436,Nyakabuye,-1.9649,29.7567,H,STMI,15,,,,0,1646
7600437,Nyakwibereka,-1.972,29.8274,H,STM,15,,,,0,1558
7600438,Nyacyisha,-1.9687,29.8385,H,STM,15,,,,0,1553
7600439,Kwamuhira,-1.9618,29.9299,H,STM,15,,,,0,1522
7600440,Kinkwovu,-1.9632,29.9896,H,STMI,15,,,,0,1418
7600441,Muganza,-1.968,29.9682,P,PPLL,15,28,2812,281204,0,1496
7600442,Kamutamu,-1.9734,29.9475,H,STMI,15,,,,0,1488
7600443,Nyagikombe,-1.9649,29.7568,H,STMI,15,,,,0,1646
7600444,Kinogo,-1.976,29.8504,H,STMI,15,,,,0,1554
7600445,Kinyana,-1.9742,29.9464,H,STMI,15,,,,0,1487
7600446,Rukambura,-1.97,29.8337,P,PPLL,15,28,2806,280606,0,1603
7600447,Shori,-1.9709,29.7593,P,PPLL,15,27,2702,270208,0,1692
7600448,Rwamushumba,-1.9799,29.9806,H,STM,15,,,,0,1369
7600449,Kazabagarura,-1.9724,29.9069,H,STMI,15,,,,0,1596
7600450,Murama,-1.9728,29.8006,P,PPL,15,28,2804,280401,0,1781
7600451,Kagarama,-1.9744,29.9213,P,PPL,15,28,2801,280101,0,1659
7600452,Rubumba,-1.9727,29.9883,P,PPLL,15,28,2812,281205,0,1477
7600453,Kirenge,-1.9732,29.8107,P,PPL,15,28,2804,280402,0,1655
7600454,Ruboroga,-1.9746,29.812,H,STMI,15,,,,0,1640
7600455,Kanyerere,-1.9689,29.8386,H,STMI,15,,,,0,1539
7600456,Bahimba,-1.9749,29.8274,H,STM,15,,,,0,1534
7600457,Nyagacyamu,-1.9752,29.9744,P,PPLL,15,28,2812,281204,0,1486
7600458,Janja,-1.9761,29.8601,P,PPLL,15,28,2802,280201,0,1597
7600459,Musave,-1.9752,29.9661,H,STMI,15,,,,0,1413
7600460,Gisiza,-1.9769,29.7616,P,PPLL,15,27,2702,270208,0,1892
7600461,Malirakabiri,-1.9775,29.8565,H,STMI,15,,,,0,1611
7600462,Kaberanya,-1.9819,29.8641,H,STMI,15,,,,0,1579
7600463,Nyabitare,-1.9775,29.8701,P,PPLL,15,28,2801,280102,0,1680
7600464,Nyabitare,-1.9827,29.8724,H,STMI,15,,,,0,1613
7600465,Nyagihinga,-1.977,29.909,P,PPL,15,28,2801,280101,0,1636
7600466,Katumo,-1.9789,29.9306,H,STMI,15,,,,0,1562
7600467,Nyagisanze,-1.9767,29.7893,P,PPLL,15,27,2701,270102,0,1780
7600468,Mwiramba,-1.9762,29.8253,P,PPL,15,28,2804,280402,0,1578
